method,game,seed,bin,return
Harmony,asterix,2,17,445.45454545454544
Harmony,asterix,2,18,484.61538461538464
Harmony,asterix,2,19,419.2307692307692
Harmony,asterix,3,0,282.5
Harmony,asterix,3,1,218.42105263157896
Harmony,asterix,3,2,226.66666666666666
Harmony,asterix,3,3,184.375
Harmony,asterix,3,4,250.0
Harmony,asterix,3,5,225.0
Harmony,asterix,3,6,255.55555555555554
Harmony,asterix,3,7,247.05882352941177
Harmony,asterix,3,8,283.3333333333333
Harmony,asterix,3,9,311.53846153846155
Harmony,asterix,3,10,407.14285714285717
Harmony,asterix,3,11,323.3333333333333
Harmony,asterix,3,12,372.72727272727275
Harmony,asterix,3,13,490.0
Harmony,asterix,3,14,407.6923076923077
Harmony,asterix,3,15,353.3333333333333
Harmony,asterix,3,16,438.46153846153845
Harmony,asterix,3,17,362.5
Harmony,asterix,3,18,360.7142857142857
Harmony,asterix,3,19,479.1666666666667
Harmony,asterix,4,0,263.8888888888889
Harmony,asterix,4,1,289.2857142857143
Harmony,asterix,4,2,177.77777777777777
Harmony,asterix,4,3,185.71428571428572
Harmony,asterix,4,4,381.8181818181818
Harmony,asterix,4,5,310.0
Harmony,asterix,4,6,257.89473684210526
Harmony,asterix,4,7,275.0
Harmony,asterix,4,8,427.27272727272725
Harmony,asterix,4,9,367.85714285714283
Harmony,asterix,4,10,445.45454545454544
Harmony,asterix,4,11,461.53846153846155
Harmony,asterix,4,12,492.85714285714283
Harmony,asterix,4,13,500.0
Harmony,asterix,4,14,546.1538461538462
Harmony,asterix,4,15,553.3333333333334
Harmony,asterix,4,16,545.8333333333334
Harmony,asterix,4,17,635.0
Harmony,asterix,4,18,626.9230769230769
Harmony,asterix,4,19,507.6923076923077
Harmony,asterix,5,0,240.0
Harmony,asterix,5,1,232.14285714285714
Harmony,asterix,5,2,200.0
Harmony,asterix,5,3,490.0
Harmony,asterix,5,4,333.3333333333333
Harmony,asterix,5,5,342.3076923076923
Harmony,asterix,5,6,450.0
Harmony,asterix,5,7,427.27272727272725
Harmony,asterix,5,8,359.09090909090907
Harmony,asterix,5,9,445.45454545454544
Harmony,asterix,5,10,730.0
Harmony,asterix,5,11,600.0
Harmony,asterix,5,12,520.0
Harmony,asterix,5,13,614.2857142857143
Harmony,asterix,5,14,588.8888888888889
Harmony,asterix,5,15,600.0
Harmony,asterix,5,16,628.5714285714286
Harmony,asterix,5,17,800.0
Harmony,asterix,5,18,633.3333333333334
Harmony,asterix,5,19,572.2222222222222
Harmony,bank_heist,0,0,17.77777777777778
Harmony,bank_heist,0,1,7.2727272727272725
Harmony,bank_heist,0,2,6.666666666666667
Harmony,bank_heist,0,3,10.0
Harmony,bank_heist,0,4,11.666666666666666
Harmony,bank_heist,0,5,11.428571428571429
Harmony,bank_heist,0,6,17.5
Harmony,bank_heist,0,7,8.0
Harmony,bank_heist,0,8,14.285714285714286
Harmony,bank_heist,0,9,22.22222222222222
Harmony,bank_heist,0,10,24.285714285714285
Harmony,bank_heist,0,11,22.857142857142858
Harmony,bank_heist,0,12,16.666666666666668
Harmony,bank_heist,0,13,34.285714285714285
Harmony,bank_heist,0,14,26.25
Harmony,bank_heist,0,15,28.333333333333332
Harmony,bank_heist,0,16,27.142857142857142
Harmony,bank_heist,0,17,24.285714285714285
Harmony,bank_heist,0,18,35.0
Harmony,bank_heist,0,19,31.666666666666668
Harmony,bank_heist,2,0,12.222222222222221
Harmony,bank_heist,2,1,11.11111111111111
Harmony,bank_heist,2,2,4.0
Harmony,bank_heist,2,3,13.333333333333334
Harmony,bank_heist,2,4,2.0
Harmony,bank_heist,2,5,12.222222222222221
Harmony,bank_heist,2,6,10.0
Harmony,bank_heist,2,7,8.88888888888889
Harmony,bank_heist,2,8,18.88888888888889
Harmony,bank_heist,2,9,12.5
Harmony,bank_heist,2,10,20.0
Harmony,bank_heist,2,11,17.142857142857142
Harmony,bank_heist,2,12,30.0
Harmony,bank_heist,2,13,38.57142857142857
Harmony,bank_heist,2,14,20.0
Harmony,bank_heist,2,15,25.555555555555557
Harmony,bank_heist,2,16,25.0
Harmony,bank_heist,2,17,24.0
Harmony,bank_heist,2,18,28.88888888888889
Harmony,bank_heist,2,19,35.45454545454545
Harmony,bank_heist,3,0,17.77777777777778
Harmony,bank_heist,3,1,8.88888888888889
Harmony,bank_heist,3,2,3.3333333333333335
Harmony,bank_heist,3,3,6.25
Harmony,bank_heist,3,4,8.571428571428571
Harmony,bank_heist,3,5,20.0
Harmony,bank_heist,3,6,12.5
Harmony,bank_heist,3,7,10.0
Harmony,bank_heist,3,8,14.285714285714286
Harmony,bank_heist,3,9,18.75
Harmony,bank_heist,3,10,14.444444444444445
Harmony,bank_heist,3,11,15.0
Harmony,bank_heist,3,12,12.5
Harmony,bank_heist,3,13,27.77777777777778
Harmony,bank_heist,3,14,32.857142857142854
Harmony,bank_heist,3,15,34.285714285714285
Harmony,bank_heist,3,16,25.0
Harmony,bank_heist,3,17,32.5
Harmony,bank_heist,3,18,33.75
Harmony,bank_heist,3,19,30.0
Harmony,bank_heist,4,0,7.777777777777778
Harmony,bank_heist,4,1,14.444444444444445
Harmony,bank_heist,4,2,0.0
Harmony,bank_heist,4,3,7.142857142857143
Harmony,bank_heist,4,4,8.333333333333334
Harmony,bank_heist,4,5,4.0
Harmony,bank_heist,4,6,8.0
Harmony,bank_heist,4,7,24.285714285714285
Harmony,bank_heist,4,8,11.428571428571429
Harmony,bank_heist,4,9,10.0
Harmony,bank_heist,4,10,23.333333333333332
Harmony,bank_heist,4,11,24.285714285714285
Harmony,bank_heist,4,12,25.0
Harmony,bank_heist,4,13,25.714285714285715
Harmony,bank_heist,4,14,31.428571428571427
Harmony,bank_heist,4,15,22.5
Harmony,bank_heist,4,16,30.0
Harmony,bank_heist,4,17,30.0
Harmony,bank_heist,4,18,22.857142857142858
Harmony,bank_heist,4,19,31.428571428571427
Harmony,bank_heist,5,0,15.555555555555555
Harmony,bank_heist,5,1,10.0
Harmony,bank_heist,5,2,10.0
Harmony,bank_heist,5,3,5.0
Harmony,bank_heist,5,4,5.0
Harmony,bank_heist,5,5,13.333333333333334
Harmony,bank_heist,5,6,22.0
Harmony,bank_heist,5,7,13.333333333333334
Harmony,bank_heist,5,8,15.0
Harmony,bank_heist,5,9,23.75
Harmony,bank_heist,5,10,17.142857142857142
Harmony,bank_heist,5,11,16.25
Harmony,bank_heist,5,12,17.77777777777778
Harmony,bank_heist,5,13,16.25
Harmony,bank_heist,5,14,26.25
Harmony,bank_heist,5,15,25.0
Harmony,bank_heist,5,16,36.0
Harmony,bank_heist,5,17,40.0
Harmony,bank_heist,5,18,23.75
Harmony,bank_heist,5,19,27.0
Harmony,battle_zone,0,0,3000.0
Harmony,battle_zone,0,1,3400.0
Harmony,battle_zone,0,2,1000.0
Harmony,battle_zone,0,3,2666.6666666666665
Harmony,battle_zone,0,4,2750.0
Harmony,battle_zone,0,5,2600.0
Harmony,battle_zone,0,6,4000.0
Harmony,battle_zone,0,7,5250.0
Harmony,battle_zone,0,8,3750.0
Harmony,battle_zone,0,9,4000.0
Harmony,battle_zone,0,10,9200.0
Harmony,battle_zone,0,11,14333.333333333334
Harmony,battle_zone,0,12,10400.0
Harmony,battle_zone,0,13,14333.333333333334
Harmony,battle_zone,0,14,17666.666666666668
Harmony,battle_zone,0,15,13750.0
Harmony,battle_zone,0,16,18000.0
Harmony,battle_zone,0,17,17000.0
Harmony,battle_zone,0,18,14250.0
Harmony,battle_zone,0,19,15750.0
Harmony,battle_zone,2,0,2666.6666666666665
Harmony,battle_zone,2,1,2500.0
Harmony,battle_zone,2,2,1500.0
Harmony,battle_zone,2,3,3333.3333333333335
Harmony,battle_zone,2,4,2200.0
Harmony,battle_zone,2,5,2666.6666666666665
Harmony,battle_zone,2,6,2200.0
Harmony,battle_zone,2,7,9000.0
Harmony,battle_zone,2,8,3666.6666666666665
Harmony,battle_zone,2,9,7000.0
Harmony,battle_zone,2,10,12000.0
Harmony,battle_zone,2,11,9500.0
Harmony,battle_zone,2,12,19750.0
Harmony,battle_zone,2,13,11666.666666666666
Harmony,battle_zone,2,14,19666.666666666668
Harmony,battle_zone,2,15,12250.0
Harmony,battle_zone,2,16,14750.0
Harmony,battle_zone,2,17,18333.333333333332
Harmony,battle_zone,2,18,19333.333333333332
Harmony,battle_zone,2,19,23333.333333333332
Harmony,battle_zone,3,0,1000.0
Harmony,battle_zone,3,1,3750.0
Harmony,battle_zone,3,2,3400.0
Harmony,battle_zone,3,3,2000.0
Harmony,battle_zone,3,4,3000.0
Harmony,battle_zone,3,5,1400.0
Harmony,battle_zone,3,6,2000.0
Harmony,battle_zone,3,7,3000.0
Harmony,battle_zone,3,8,4000.0
Harmony,battle_zone,3,9,9333.333333333334
Harmony,battle_zone,3,10,7333.333333333333
Harmony,battle_zone,3,11,12333.333333333334
Harmony,battle_zone,3,12,10600.0
Harmony,battle_zone,3,13,12666.666666666666
Harmony,battle_zone,3,14,12500.0
Harmony,battle_zone,3,15,18000.0
Harmony,battle_zone,3,16,12666.666666666666
Harmony,battle_zone,3,17,16250.0
Harmony,battle_zone,3,18,23000.0
Harmony,battle_zone,3,19,16500.0
Harmony,battle_zone,4,0,3000.0
Harmony,battle_zone,4,1,3750.0
Harmony,battle_zone,4,2,3750.0
Harmony,battle_zone,4,3,2333.3333333333335
Harmony,battle_zone,4,4,2000.0
Harmony,battle_zone,4,5,8000.0
Harmony,battle_zone,4,6,2500.0
Harmony,battle_zone,4,7,3000.0
Harmony,battle_zone,4,8,3750.0
Harmony,battle_zone,4,9,5500.0
Harmony,battle_zone,4,10,15000.0
Harmony,battle_zone,4,11,11600.0
Harmony,battle_zone,4,12,12500.0
Harmony,battle_zone,4,13,15666.666666666666
Harmony,battle_zone,4,14,16750.0
Harmony,battle_zone,4,15,19500.0
Harmony,battle_zone,4,16,24333.333333333332
Harmony,battle_zone,4,17,15750.0
Harmony,battle_zone,4,18,22000.0
Harmony,battle_zone,4,19,11750.0
Harmony,battle_zone,5,0,2500.0
Harmony,battle_zone,5,1,4250.0
Harmony,battle_zone,5,2,3000.0
Harmony,battle_zone,5,3,2200.0
Harmony,battle_zone,5,4,2500.0
Harmony,battle_zone,5,5,1250.0
Harmony,battle_zone,5,6,1833.3333333333333
Harmony,battle_zone,5,7,4500.0
Harmony,battle_zone,5,8,3666.6666666666665
Harmony,battle_zone,5,9,9000.0
Harmony,battle_zone,5,10,9000.0
Harmony,battle_zone,5,11,11333.333333333334
Harmony,battle_zone,5,12,11750.0
Harmony,battle_zone,5,13,18000.0
Harmony,battle_zone,5,14,18333.333333333332
Harmony,battle_zone,5,15,11250.0
Harmony,battle_zone,5,16,19333.333333333332
Harmony,battle_zone,5,17,19333.333333333332
Harmony,battle_zone,5,18,19000.0
Harmony,battle_zone,5,19,17250.0
Harmony,boxing,0,0,-6.0
Harmony,boxing,0,1,-8.666666666666666
Harmony,boxing,0,2,-22.333333333333332
Harmony,boxing,0,3,-0.3333333333333333
Harmony,boxing,0,4,0.3333333333333333
Harmony,boxing,0,5,-6.0
Harmony,boxing,0,6,-18.333333333333332
Harmony,boxing,0,7,6.333333333333333
Harmony,boxing,0,8,1.3333333333333333
Harmony,boxing,0,9,5.333333333333333
Harmony,boxing,0,10,0.5
Harmony,boxing,0,11,-4.666666666666667
Harmony,boxing,0,12,-12.0
Harmony,boxing,0,13,10.333333333333334
Harmony,boxing,0,14,14.666666666666666
Harmony,boxing,0,15,7.5
Harmony,boxing,0,16,30.0
Harmony,boxing,0,17,37.333333333333336
Harmony,boxing,0,18,35.333333333333336
Harmony,boxing,0,19,52.666666666666664
Harmony,boxing,2,0,0.0
Harmony,boxing,2,1,-1.6666666666666667
Harmony,boxing,2,2,1.3333333333333333
Harmony,boxing,2,3,11.0
Harmony,boxing,2,4,8.0
Harmony,boxing,2,5,27.0
Harmony,boxing,2,6,25.0
Harmony,boxing,2,7,16.333333333333332
Harmony,boxing,2,8,11.333333333333334
Harmony,boxing,2,9,2.3333333333333335
Harmony,boxing,2,10,21.5
Harmony,boxing,2,11,19.0
Harmony,boxing,2,12,3.3333333333333335
Harmony,boxing,2,13,14.0
Harmony,boxing,2,14,11.0
Harmony,boxing,2,15,33.0
Harmony,boxing,2,16,38.333333333333336
Harmony,boxing,2,17,34.666666666666664
Harmony,boxing,2,18,54.0
Harmony,boxing,2,19,46.333333333333336
Harmony,boxing,3,0,-0.5
Harmony,boxing,3,1,6.666666666666667
Harmony,boxing,3,2,-1.6666666666666667
Harmony,boxing,3,3,9.666666666666666
Harmony,boxing,3,4,22.333333333333332
Harmony,boxing,3,5,33.333333333333336
Harmony,boxing,3,6,24.0
Harmony,boxing,3,7,52.333333333333336
Harmony,boxing,3,8,64.25
Harmony,boxing,3,9,60.0
Harmony,boxing,3,10,72.0
Harmony,boxing,3,11,79.0
Harmony,boxing,3,12,79.16666666666667
Harmony,boxing,3,13,84.5
Harmony,boxing,3,14,70.25
Harmony,boxing,3,15,81.85714285714286
Harmony,boxing,3,16,77.2
Harmony,boxing,3,17,84.6
Harmony,boxing,3,18,70.4
Harmony,boxing,3,19,86.71428571428571
Harmony,boxing,4,0,2.0
Harmony,boxing,4,1,-1.6666666666666667
Harmony,boxing,4,2,3.0
Harmony,boxing,4,3,15.333333333333334
Harmony,boxing,4,4,13.333333333333334
Harmony,boxing,4,5,35.5
Harmony,boxing,4,6,36.666666666666664
Harmony,boxing,4,7,29.666666666666668
Harmony,boxing,4,8,56.333333333333336
Harmony,boxing,4,9,57.666666666666664
Harmony,boxing,4,10,42.5
Harmony,boxing,4,11,65.66666666666667
Harmony,boxing,4,12,54.666666666666664
Harmony,boxing,4,13,61.0
Harmony,boxing,4,14,55.0
Harmony,boxing,4,15,50.0
Harmony,boxing,4,16,57.333333333333336
Harmony,boxing,4,17,57.0
Harmony,boxing,4,18,64.33333333333333
Harmony,boxing,4,19,52.0
Harmony,boxing,5,0,2.5
Harmony,boxing,5,1,2.3333333333333335
Harmony,boxing,5,2,-14.0
Harmony,boxing,5,3,0.3333333333333333
Harmony,boxing,5,4,5.0
Harmony,boxing,5,5,-4.0
Harmony,boxing,5,6,15.666666666666666
Harmony,boxing,5,7,16.0
Harmony,boxing,5,8,26.333333333333332
Harmony,boxing,5,9,21.333333333333332
Harmony,boxing,5,10,47.666666666666664
Harmony,boxing,5,11,33.5
Harmony,boxing,5,12,32.0
Harmony,boxing,5,13,41.0
Harmony,boxing,5,14,34.333333333333336
Harmony,boxing,5,15,40.666666666666664
Harmony,boxing,5,16,31.666666666666668
Harmony,boxing,5,17,30.5
Harmony,boxing,5,18,47.0
Harmony,boxing,5,19,61.5
Harmony,breakout,0,0,1.3076923076923077
Harmony,breakout,0,1,1.434782608695652
Harmony,breakout,0,2,1.4285714285714286
Harmony,breakout,0,3,2.0588235294117645
Harmony,breakout,0,4,2.3333333333333335
Harmony,breakout,0,5,1.6923076923076923
Harmony,breakout,0,6,4.823529411764706
Harmony,breakout,0,7,5.117647058823529
Harmony,breakout,0,8,4.555555555555555
Harmony,breakout,0,9,4.294117647058823
Harmony,breakout,0,10,5.5
Harmony,breakout,0,11,5.3125
Harmony,breakout,0,12,6.142857142857143
Harmony,breakout,0,13,7.3076923076923075
Harmony,breakout,0,14,5.266666666666667
Harmony,breakout,0,15,5.866666666666666
Harmony,breakout,0,16,5.533333333333333
Harmony,breakout,0,17,6.923076923076923
Harmony,breakout,0,18,7.076923076923077
Harmony,breakout,0,19,6.6923076923076925
Harmony,breakout,2,0,1.2222222222222223
Harmony,breakout,2,1,1.6666666666666667
Harmony,breakout,2,2,2.6
Harmony,breakout,2,3,4.5
