Run ID,Arm,Task,Seed,Size,Warmup,Status,Start (YYYY-MM-DD HH:MM),End (YYYY-MM-DD HH:MM),Hours,Final score,HNS,W&B URL,Notes,Command (auto-generated — copy and run)
run_035,htp_full,atari100k_breakout,1,size25m,40000,Not matched,,,,,,,"Original template status=Queued. No matching result in this sweep: template uses Breakout/size25m; completed runs use Boxing, Up N Down, Frostbite, Road Runner/size12m/seed0. Warmup template commands also specify 110000, unlike our 100000-action budget. Original planned command retained, not executed.",./run_warmup_arm.sh htp_full 1 atari100k_breakout 40000 110000 size25m
run_036,htp_full,atari100k_breakout,2,size25m,40000,Not matched,,,,,,,"Original template status=Queued. No matching result in this sweep: template uses Breakout/size25m; completed runs use Boxing, Up N Down, Frostbite, Road Runner/size12m/seed0. Warmup template commands also specify 110000, unlike our 100000-action budget. Original planned command retained, not executed.",./run_warmup_arm.sh htp_full 2 atari100k_breakout 40000 110000 size25m
run_037,htp_empty_projection,atari100k_breakout,0,size25m,40000,Not matched,,,,,,,"Original template status=Queued. No matching result in this sweep: template uses Breakout/size25m; completed runs use Boxing, Up N Down, Frostbite, Road Runner/size12m/seed0. Warmup template commands also specify 110000, unlike our 100000-action budget. Original planned command retained, not executed.",./run_warmup_arm.sh htp_empty_projection 0 atari100k_breakout 40000 110000 size25m
run_038,htp_empty_projection,atari100k_breakout,1,size25m,40000,Not matched,,,,,,,"Original template status=Queued. No matching result in this sweep: template uses Breakout/size25m; completed runs use Boxing, Up N Down, Frostbite, Road Runner/size12m/seed0. Warmup template commands also specify 110000, unlike our 100000-action budget. Original planned command retained, not executed.",./run_warmup_arm.sh htp_empty_projection 1 atari100k_breakout 40000 110000 size25m
run_039,htp_empty_projection,atari100k_breakout,2,size25m,40000,Not matched,,,,,,,"Original template status=Queued. No matching result in this sweep: template uses Breakout/size25m; completed runs use Boxing, Up N Down, Frostbite, Road Runner/size12m/seed0. Warmup template commands also specify 110000, unlike our 100000-action budget. Original planned command retained, not executed.",./run_warmup_arm.sh htp_empty_projection 2 atari100k_breakout 40000 110000 size25m
run_040,htp_separable,atari100k_breakout,0,size25m,40000,Not matched,,,,,,,"Original template status=Queued. No matching result in this sweep: template uses Breakout/size25m; completed runs use Boxing, Up N Down, Frostbite, Road Runner/size12m/seed0. Warmup template commands also specify 110000, unlike our 100000-action budget. Original planned command retained, not executed.",./run_warmup_arm.sh htp_separable 0 atari100k_breakout 40000 110000 size25m
run_041,htp_separable,atari100k_breakout,1,size25m,40000,Not matched,,,,,,,"Original template status=Queued. No matching result in this sweep: template uses Breakout/size25m; completed runs use Boxing, Up N Down, Frostbite, Road Runner/size12m/seed0. Warmup template commands also specify 110000, unlike our 100000-action budget. Original planned command retained, not executed.",./run_warmup_arm.sh htp_separable 1 atari100k_breakout 40000 110000 size25m
run_042,htp_separable,atari100k_breakout,2,size25m,40000,Not matched,,,,,,,"Original template status=Queued. No matching result in this sweep: template uses Breakout/size25m; completed runs use Boxing, Up N Down, Frostbite, Road Runner/size12m/seed0. Warmup template commands also specify 110000, unlike our 100000-action budget. Original planned command retained, not executed.",./run_warmup_arm.sh htp_separable 2 atari100k_breakout 40000 110000 size25m
run_043,baseline,atari100k_boxing,0,size12m,0,Completed,2026-09-18 15:49,2026-09-18 16:42,0.8930080229043961,60.43,5.0275,,Sweep arm=baseline; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/baseline,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_boxing --seed 0 --env.atari100k.use_seed True --logdir ./reruns/baseline/boxing/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled False --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_044,baseline,atari100k_up_n_down,0,size12m,0,Completed,2026-09-18 15:49,2026-09-18 17:00,1.188288400305642,13424.8,1.1551640710406994,,Sweep arm=baseline; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/baseline,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_up_n_down --seed 0 --env.atari100k.use_seed True --logdir ./reruns/baseline/up_n_down/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled False --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_045,baseline,atari100k_frostbite,0,size12m,0,Completed,2026-09-18 16:16,2026-09-18 16:59,0.7214736253023147,1193.4,0.2642463988757466,,Sweep arm=baseline; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/baseline,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_frostbite --seed 0 --env.atari100k.use_seed True --logdir ./reruns/baseline/frostbite/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled False --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_046,baseline,atari100k_road_runner,0,size12m,0,Completed,2026-09-18 16:16,2026-09-18 17:04,0.79270438849926,9214.0,1.1747622391012957,,Sweep arm=baseline; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/baseline,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_road_runner --seed 0 --env.atari100k.use_seed True --logdir ./reruns/baseline/road_runner/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled False --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_047,htp_full,atari100k_boxing,0,size12m,0,Completed,2026-09-18 15:43,2026-09-18 16:16,0.5426224810547299,74.58,6.206666666666667,,Sweep arm=full; comparator=flat; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/full,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_boxing --seed 0 --env.atari100k.use_seed True --logdir ./reruns/full/boxing/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_048,htp_full,atari100k_up_n_down,0,size12m,0,Completed,2026-09-18 16:16,2026-09-18 17:20,1.0645530585447947,22944.9,2.0082349146042042,,Sweep arm=full; comparator=flat; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/full,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_up_n_down --seed 0 --env.atari100k.use_seed True --logdir ./reruns/full/up_n_down/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_049,htp_full,atari100k_frostbite,0,size12m,0,Completed,2026-09-18 15:49,2026-09-18 16:51,1.0407179214557012,2779.5,0.6357418901510716,,Sweep arm=full; comparator=flat; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/full,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_frostbite --seed 0 --env.atari100k.use_seed True --logdir ./reruns/full/frostbite/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_050,htp_full,atari100k_road_runner,0,size12m,0,Completed,2026-09-18 15:49,2026-09-18 16:41,0.8720002557833989,15017.0,1.9155549881917406,,Sweep arm=full; comparator=flat; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/full,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_road_runner --seed 0 --env.atari100k.use_seed True --logdir ./reruns/full/road_runner/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_051,htp_empty_projection,atari100k_boxing,0,size12m,0,Completed,2026-09-18 15:49,2026-09-18 16:45,0.9441571293274561,73.13,6.085833333333333,,Sweep arm=flat; comparator=baseline; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/flat,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_boxing --seed 0 --env.atari100k.use_seed True --logdir ./reruns/flat/boxing/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 0.0 --agent.loss_scales.htp_pdyn 0.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_052,htp_empty_projection,atari100k_up_n_down,0,size12m,0,Completed,2026-09-18 15:49,2026-09-18 16:41,0.8661793269051445,4035.8,0.3138407498342264,,Sweep arm=flat; comparator=baseline; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/flat,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_up_n_down --seed 0 --env.atari100k.use_seed True --logdir ./reruns/flat/up_n_down/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 0.0 --agent.loss_scales.htp_pdyn 0.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_053,htp_empty_projection,atari100k_frostbite,0,size12m,0,Completed,2026-09-18 15:49,2026-09-18 16:44,0.9243190440866682,2532.1,0.5777959948471718,,Sweep arm=flat; comparator=baseline; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/flat,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_frostbite --seed 0 --env.atari100k.use_seed True --logdir ./reruns/flat/frostbite/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 0.0 --agent.loss_scales.htp_pdyn 0.0 --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
